[2024-12-23T05:38:17.229+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-12-23T05:38:17.253+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: fetch_and_insert_news.fetch_and_insert_news_all_countries manual__2024-12-23T05:38:15.253727+00:00 [queued]>
[2024-12-23T05:38:17.266+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: fetch_and_insert_news.fetch_and_insert_news_all_countries manual__2024-12-23T05:38:15.253727+00:00 [queued]>
[2024-12-23T05:38:17.268+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 2
[2024-12-23T05:38:17.290+0000] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): fetch_and_insert_news_all_countries> on 2024-12-23 05:38:15.253727+00:00
[2024-12-23T05:38:17.299+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=50134) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-12-23T05:54:29.111+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for RS.
[2024-12-23T05:54:34.112+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-20 to 2023-04-21 for RS...
[2024-12-23T05:54:36.886+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for RS.
[2024-12-23T05:54:41.888+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-21 to 2023-04-22 for RS...
[2024-12-23T05:54:44.596+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for RS.
[2024-12-23T05:54:49.597+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-22 to 2023-04-23 for RS...
[2024-12-23T05:54:52.608+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for RS.
[2024-12-23T05:54:57.608+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-23 to 2023-04-24 for RS...
[2024-12-23T05:55:00.373+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for RS.
[2024-12-23T05:55:05.374+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-24 to 2023-04-25 for RS...
[2024-12-23T05:55:08.690+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for RS.
[2024-12-23T05:55:13.691+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-25 to 2023-04-26 for RS...
[2024-12-23T05:55:16.642+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for RS.
[2024-12-23T05:55:21.644+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-26 to 2023-04-27 for RS...
[2024-12-23T05:55:24.937+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for RS.
[2024-12-23T05:55:29.936+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-27 to 2023-04-28 for RS...
[2024-12-23T05:55:37.551+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for RS.
[2024-12-23T05:55:42.553+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-28 to 2023-04-29 for RS...
[2024-12-23T05:55:45.536+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for RS.
[2024-12-23T05:55:50.539+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-29 to 2023-04-30 for RS...
[2024-12-23T05:55:53.719+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for RS.
[2024-12-23T05:57:47.321+0000] {local_task_job_runner.py:346} WARNING - State of this instance has been externally set to restarting. Terminating instance.
[2024-12-23T05:57:47.324+0000] {local_task_job_runner.py:245} INFO - ::endgroup::
[2024-12-23T05:57:47.327+0000] {process_utils.py:132} INFO - Sending 15 to group 50136. PIDs of all processes in the group: [50136]
[2024-12-23T05:57:47.327+0000] {process_utils.py:87} INFO - Sending the signal 15 to group 50136
[2024-12-23T05:57:47.328+0000] {taskinstance.py:3093} ERROR - Received SIGTERM. Terminating subprocesses.
[2024-12-23T05:57:47.329+0000] {connection.py:789} INFO - closed
[2024-12-23T05:57:47.371+0000] {connection.py:795} INFO - No async queries seem to be running, deleting session
[2024-12-23T05:57:47.420+0000] {taskinstance.py:3311} ERROR - Task failed with exception
Traceback (most recent call last):
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 767, in _execute_task
    result = _execute_callable(context=context, **execute_callable_kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 733, in _execute_callable
    return ExecutionCallableRunner(
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/utils/operator_helpers.py", line 252, in run
    return self.func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/baseoperator.py", line 422, in wrapper
    return func(self, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/operators/python.py", line 238, in execute
    return_value = self.execute_callable()
                   ^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/operators/python.py", line 256, in execute_callable
    return runner.run(*self.op_args, **self.op_kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/utils/operator_helpers.py", line 252, in run
    return self.func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/airflow/dags/snowflake_connector_dag.py", line 95, in fetch_and_insert_news_for_countries
    time.sleep(300)
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 3095, in signal_handler
    raise AirflowTaskTerminated("Task received SIGTERM signal")
airflow.exceptions.AirflowTaskTerminated: Task received SIGTERM signal
[2024-12-23T05:57:47.433+0000] {taskinstance.py:1225} INFO - Marking task as UP_FOR_RETRY. dag_id=fetch_and_insert_news, task_id=fetch_and_insert_news_all_countries, run_id=manual__2024-12-23T05:38:15.253727+00:00, execution_date=20241223T053815, start_date=20241223T053817, end_date=20241223T055747
[2024-12-23T05:57:47.457+0000] {taskinstance.py:340} INFO - ::group::Post task execution logs
[2024-12-23T05:57:47.501+0000] {process_utils.py:80} INFO - Process psutil.Process(pid=50136, status='terminated', exitcode=2, started='05:38:16') (50136) terminated with exit code 2
